,Date,Open,High,Low,Close,Volume,Market_Cap
251,"May 27, 2019","8,674.07","8,907.17","8,668.70","8,805.78","27,949,839,564","27,949,839,564"
252,"May 26, 2019","8,055.21","8,687.52","7,924.67","8,673.22","26,677,970,091","26,677,970,091"
253,"May 25, 2019","7,991.89","8,117.93","7,965.98","8,052.54","22,256,813,107","22,256,813,107"
254,"May 24, 2019","7,881.70","8,140.72","7,824.45","7,987.37","25,919,126,991","25,919,126,991"
255,"May 23, 2019","7,677.27","7,943.79","7,533.20","7,881.85","24,457,107,820","24,457,107,820"
256,"May 22, 2019","7,956.29","7,997.61","7,615.99","7,680.07","24,719,473,175","24,719,473,175"
257,"May 21, 2019","7,977.97","8,062.17","7,843.34","7,963.33","25,127,245,056","25,127,245,056"
258,"May 20, 2019","8,196.92","8,200.97","7,678.78","7,978.31","23,843,404,340","23,843,404,340"
259,"May 19, 2019","7,267.96","8,261.94","7,267.96","8,197.69","25,902,422,040","25,902,422,040"
260,"May 18, 2019","7,341.66","7,447.27","7,251.50","7,271.21","21,354,286,562","21,354,286,562"
261,"May 17, 2019","7,886.93","7,929.15","7,038.12","7,343.90","30,066,644,905","30,066,644,905"
262,"May 16, 2019","8,194.50","8,320.82","7,729.61","7,884.91","33,167,197,581","33,167,197,581"
263,"May 15, 2019","7,989.37","8,216.42","7,899.11","8,205.17","28,344,112,920","28,344,112,920"
264,"May 14, 2019","7,807.88","8,268.71","7,696.39","7,994.42","32,031,452,227","32,031,452,227"
265,"May 13, 2019","6,971.18","8,047.41","6,898.28","7,814.92","28,677,672,181","28,677,672,181"
266,"May 12, 2019","7,203.51","7,503.87","6,815.77","6,972.37","27,773,333,680","27,773,333,680"
267,"May 11, 2019","6,379.67","7,333.00","6,375.70","7,204.77","28,867,562,329","28,867,562,329"
268,"May 10, 2019","6,175.82","6,434.62","6,161.52","6,378.85","19,419,875,368","19,419,875,368"
269,"May 09, 2019","5,982.32","6,183.04","5,982.32","6,174.53","16,784,645,411","16,784,645,411"
270,"May 08, 2019","5,849.48","5,989.98","5,794.72","5,982.46","15,320,605,300","15,320,605,300"
271,"May 07, 2019","5,745.60","5,988.18","5,741.40","5,829.50","18,026,409,033","18,026,409,033"
272,"May 06, 2019","5,791.69","5,802.96","5,653.69","5,746.81","15,737,171,804","15,737,171,804"
273,"May 05, 2019","5,831.07","5,833.86","5,708.04","5,795.71","14,808,830,723","14,808,830,723"
274,"May 04, 2019","5,769.20","5,886.89","5,645.47","5,831.17","17,567,780,766","17,567,780,766"
275,"May 03, 2019","5,505.55","5,865.88","5,490.20","5,768.29","18,720,780,006","18,720,780,006"
276,"May 02, 2019","5,402.42","5,522.26","5,394.22","5,505.28","14,644,460,907","14,644,460,907"
277,"May 01, 2019","5,350.91","5,418.00","5,347.65","5,402.70","13,679,528,236","13,679,528,236"
278,"Apr 30, 2019","5,247.73","5,363.26","5,224.19","5,350.73","13,878,964,574","13,878,964,574"
279,"Apr 29, 2019","5,284.86","5,311.27","5,216.49","5,247.35","13,735,490,672","13,735,490,672"
280,"Apr 28, 2019","5,271.75","5,326.23","5,255.68","5,285.14","12,819,992,056","12,819,992,056"
281,"Apr 27, 2019","5,279.47","5,310.75","5,233.64","5,268.29","13,111,274,675","13,111,274,675"
282,"Apr 26, 2019","5,210.30","5,383.63","5,177.37","5,279.35","16,812,108,040","16,812,108,040"
283,"Apr 25, 2019","5,466.52","5,542.24","5,181.34","5,210.52","15,330,283,408","15,330,283,408"
284,"Apr 24, 2019","5,571.51","5,642.04","5,418.26","5,464.87","17,048,033,399","17,048,033,399"
285,"Apr 23, 2019","5,399.37","5,633.80","5,389.41","5,572.36","15,867,308,108","15,867,308,108"
286,"Apr 22, 2019","5,312.49","5,422.69","5,280.28","5,399.37","14,601,631,648","14,601,631,648"
287,"Apr 21, 2019","5,335.88","5,359.93","5,257.34","5,314.53","13,731,844,223","13,731,844,223"
288,"Apr 20, 2019","5,304.16","5,358.49","5,295.88","5,337.89","13,169,647,522","13,169,647,522"
289,"Apr 19, 2019","5,298.15","5,336.68","5,233.34","5,303.81","13,780,238,655","13,780,238,655"
290,"Apr 18, 2019","5,251.48","5,319.99","5,250.51","5,298.39","13,256,489,918","13,256,489,918"
291,"Apr 17, 2019","5,236.14","5,274.28","5,219.21","5,251.94","12,438,480,677","12,438,480,677"
292,"Apr 16, 2019","5,066.58","5,238.95","5,055.19","5,235.56","11,618,660,197","11,618,660,197"
293,"Apr 15, 2019","5,167.32","5,196.61","5,024.07","5,067.11","12,290,155,061","12,290,155,061"
294,"Apr 14, 2019","5,095.76","5,184.02","5,053.57","5,167.72","10,391,952,498","10,391,952,498"
295,"Apr 13, 2019","5,088.85","5,127.12","5,061.59","5,096.59","10,823,289,598","10,823,289,598"
296,"Apr 12, 2019","5,061.20","5,103.27","4,955.85","5,089.54","13,675,206,312","13,675,206,312"
297,"Apr 11, 2019","5,325.08","5,354.23","5,017.30","5,064.49","16,555,616,019","16,555,616,019"
298,"Apr 10, 2019","5,204.11","5,421.65","5,193.38","5,324.55","15,504,590,933","15,504,590,933"
299,"Apr 09, 2019","5,289.92","5,289.92","5,167.42","5,204.96","14,722,104,361","14,722,104,361"
300,"Apr 08, 2019","5,199.84","5,318.84","5,148.21","5,289.77","17,154,113,634","17,154,113,634"
301,"Apr 07, 2019","5,062.79","5,235.19","5,050.41","5,198.90","16,655,416,140","16,655,416,140"
302,"Apr 06, 2019","5,036.79","5,205.82","4,992.22","5,059.82","16,929,795,194","16,929,795,194"
303,"Apr 05, 2019","4,922.81","5,053.51","4,919.49","5,036.68","16,837,325,387","16,837,325,387"
304,"Apr 04, 2019","4,971.31","5,063.16","4,836.79","4,922.80","18,251,810,240","18,251,810,240"
305,"Apr 03, 2019","4,879.96","5,307.00","4,876.62","4,973.02","22,899,891,582","22,899,891,582"
306,"Apr 02, 2019","4,156.92","4,905.95","4,155.32","4,879.88","21,315,047,816","21,315,047,816"
307,"Apr 01, 2019","4,105.36","4,164.95","4,096.90","4,158.18","10,157,794,171","10,157,794,171"
308,"Mar 31, 2019","4,105.46","4,113.02","4,094.10","4,105.40","9,045,122,443","9,045,122,443"
309,"Mar 30, 2019","4,092.14","4,296.81","4,053.91","4,106.66","9,732,688,060","9,732,688,060"
310,"Mar 29, 2019","4,068.30","4,113.50","4,034.10","4,098.37","10,918,665,557","10,918,665,557"
311,"Mar 28, 2019","4,087.58","4,094.90","4,040.27","4,069.11","9,353,915,899","9,353,915,899"
312,"Mar 27, 2019","3,984.24","4,087.07","3,977.81","4,087.07","10,897,131,934","10,897,131,934"
313,"Mar 26, 2019","3,969.23","3,985.08","3,944.75","3,985.08","10,707,678,815","10,707,678,815"
314,"Mar 25, 2019","4,024.11","4,038.84","3,934.03","3,963.07","10,359,818,883","10,359,818,883"
315,"Mar 24, 2019","4,035.16","4,040.70","4,006.19","4,022.17","9,144,851,065","9,144,851,065"
316,"Mar 23, 2019","4,022.71","4,049.88","4,015.96","4,035.83","9,578,850,549","9,578,850,549"
317,"Mar 22, 2019","4,028.51","4,053.91","4,021.54","4,023.97","9,252,935,969","9,252,935,969"
318,"Mar 21, 2019","4,083.95","4,097.36","4,005.15","4,029.33","10,831,212,662","10,831,212,662"
319,"Mar 20, 2019","4,070.79","4,089.46","4,031.11","4,087.48","10,175,916,388","10,175,916,388"
320,"Mar 19, 2019","4,032.69","4,082.22","4,023.81","4,071.19","9,344,919,956","9,344,919,956"
321,"Mar 18, 2019","4,029.97","4,071.56","4,009.12","4,032.51","9,646,954,186","9,646,954,186"
322,"Mar 17, 2019","4,047.72","4,054.12","4,006.41","4,025.23","8,221,625,400","8,221,625,400"
323,"Mar 16, 2019","3,963.90","4,077.04","3,961.66","4,048.73","9,856,166,973","9,856,166,973"
324,"Mar 15, 2019","3,926.66","3,968.54","3,914.02","3,960.91","9,394,210,605","9,394,210,605"
325,"Mar 14, 2019","3,905.58","3,946.50","3,901.30","3,924.37","10,480,789,570","10,480,789,570"
326,"Mar 13, 2019","3,913.05","3,926.60","3,891.90","3,906.72","9,469,184,841","9,469,184,841"
327,"Mar 12, 2019","3,903.76","3,926.89","3,863.56","3,909.16","9,809,887,079","9,809,887,079"
328,"Mar 11, 2019","3,953.74","3,966.38","3,889.24","3,905.23","10,125,901,903","10,125,901,903"
329,"Mar 10, 2019","3,966.17","3,966.17","3,924.38","3,951.60","9,713,267,607","9,713,267,607"
330,"Mar 09, 2019","3,894.55","3,987.24","3,892.39","3,963.31","10,796,103,518","10,796,103,518"
331,"Mar 08, 2019","3,913.23","3,950.43","3,875.23","3,901.13","10,638,638,944","10,638,638,944"
332,"Mar 07, 2019","3,903.38","3,939.37","3,894.11","3,911.48","9,584,165,519","9,584,165,519"
333,"Mar 06, 2019","3,897.08","3,919.51","3,871.46","3,903.94","9,175,291,529","9,175,291,529"
334,"Mar 05, 2019","3,759.83","3,903.92","3,745.18","3,896.38","10,174,126,415","10,174,126,415"
335,"Mar 04, 2019","3,845.09","3,867.38","3,733.75","3,761.56","9,029,175,788","9,029,175,788"
336,"Mar 03, 2019","3,862.27","3,875.48","3,836.91","3,847.18","7,253,558,152","7,253,558,152"
337,"Mar 02, 2019","3,855.32","3,874.61","3,832.13","3,864.42","7,578,786,076","7,578,786,076"
338,"Mar 01, 2019","3,853.76","3,907.80","3,851.69","3,859.58","7,661,247,975","7,661,247,975"
339,"Feb 28, 2019","3,848.26","3,906.06","3,845.82","3,854.79","8,399,767,798","8,399,767,798"
340,"Feb 27, 2019","3,857.48","3,888.80","3,787.06","3,851.05","8,301,309,684","8,301,309,684"
341,"Feb 26, 2019","3,878.70","3,891.58","3,837.99","3,854.36","7,931,218,996","7,931,218,996"
342,"Feb 25, 2019","3,807.00","3,913.71","3,807.00","3,882.70","9,318,796,067","9,318,796,067"
343,"Feb 24, 2019","4,145.46","4,210.64","3,793.71","3,810.43","10,794,227,451","10,794,227,451"
344,"Feb 23, 2019","3,998.92","4,166.29","3,968.73","4,142.53","8,922,258,316","8,922,258,316"
345,"Feb 22, 2019","3,952.41","4,006.54","3,950.82","4,005.53","7,826,525,254","7,826,525,254"
346,"Feb 21, 2019","4,000.26","4,010.01","3,940.11","3,954.12","7,775,128,102","7,775,128,102"
347,"Feb 20, 2019","3,946.68","4,000.49","3,926.25","3,999.82","8,693,373,948","8,693,373,948"
348,"Feb 19, 2019","3,911.66","4,010.88","3,908.15","3,947.09","9,933,626,655","9,933,626,655"
349,"Feb 18, 2019","3,671.37","3,936.67","3,669.98","3,915.71","9,908,216,640","9,908,216,640"
350,"Feb 17, 2019","3,633.36","3,680.54","3,619.18","3,673.84","7,039,512,503","7,039,512,503"
351,"Feb 16, 2019","3,615.27","3,652.84","3,615.27","3,629.79","5,934,744,052","5,934,744,052"
352,"Feb 15, 2019","3,617.37","3,647.80","3,608.21","3,620.81","6,091,952,231","6,091,952,231"
353,"Feb 14, 2019","3,631.17","3,646.26","3,607.70","3,616.88","6,271,044,418","6,271,044,418"
354,"Feb 13, 2019","3,653.60","3,669.75","3,617.25","3,632.07","6,438,903,823","6,438,903,823"
355,"Feb 12, 2019","3,642.75","3,668.59","3,618.56","3,653.53","6,480,384,532","6,480,384,532"
356,"Feb 11, 2019","3,695.61","3,695.61","3,642.29","3,648.43","6,277,056,434","6,277,056,434"
357,"Feb 10, 2019","3,673.20","3,695.04","3,640.98","3,690.19","6,282,256,903","6,282,256,903"
358,"Feb 09, 2019","3,671.59","3,679.94","3,646.56","3,671.20","6,158,833,645","6,158,833,645"
359,"Feb 08, 2019","3,401.38","3,695.61","3,391.02","3,666.78","7,735,623,101","7,735,623,101"
360,"Feb 07, 2019","3,414.93","3,427.95","3,394.22","3,399.47","5,004,962,683","5,004,962,683"
361,"Feb 06, 2019","3,469.09","3,469.09","3,398.57","3,413.77","5,482,196,038","5,482,196,038"
362,"Feb 05, 2019","3,454.95","3,478.15","3,451.94","3,466.36","5,227,549,545","5,227,549,545"
363,"Feb 04, 2019","3,467.21","3,476.22","3,442.59","3,459.15","5,332,718,886","5,332,718,886"
364,"Feb 03, 2019","3,516.14","3,521.39","3,447.92","3,464.01","5,043,937,584","5,043,937,584"
365,"Feb 02, 2019","3,484.63","3,523.29","3,467.57","3,521.06","5,071,623,601","5,071,623,601"
366,"Feb 01, 2019","3,460.55","3,501.95","3,431.59","3,487.95","5,422,926,707","5,422,926,707"
